uf20-0930 5914 0 -1 -2 3 -4 5 6 7 8 -9 10 -11 -12 13 14 15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27222.0489759929
uf20-0600 11438 0 1 2 -3 4 5 6 7 8 -9 10 11 12 -13 -14 15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 32058.2317860099
uf20-0784 3462 0 1 -2 -3 -4 5 -6 -7 -8 -9 -10 11 12 -13 -14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33235.5519800039
uf20-0651 3506 0 1 -2 3 -4 5 -6 -7 8 9 -10 11 -12 -13 14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31902.0725139999
uf20-0961 4657 0 -1 -2 -3 4 -5 -6 -7 -8 9 -10 11 -12 -13 14 -15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27543.4286010277
uf20-0190 798 0 -1 2 3 4 5 -6 -7 8 9 -10 11 -12 -13 -14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28961.7881960003
uf20-0163 810 0 1 2 3 -4 -5 6 7 -8 9 -10 -11 12 13 14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27566.0868870036
uf20-0777 4722 0 -1 -2 3 -4 -5 6 7 8 -9 10 11 -12 -13 -14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33190.7383220096
uf20-0847 3589 0 -1 -2 -3 -4 -5 6 7 -8 -9 -10 11 12 13 14 15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33421.3155549951
uf20-0992 4764 0 -1 -2 3 -4 -5 6 7 8 -9 10 -11 12 -13 -14 15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27351.145795983
uf20-0132 1269 0 -1 2 -3 4 5 -6 7 8 9 10 -11 12 -13 -14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27451.2602830073
uf20-0816 4923 0 1 2 3 4 5 -6 -7 -8 -9 10 11 -12 13 14 15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 32842.0230449992
uf20-0726 4387 0 -1 2 3 4 5 -6 -7 8 9 -10 11 -12 -13 -14 -15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 34319.3794340186
