uf20-0930 85973 0 1 -2 3 4 -5 -6 7 -8 -9 10 11 12 -13 14 15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 65 1 75850 3101.3794540195
uf20-0600 9949 0 1 -2 -3 4 -5 6 -7 8 9 -10 11 -12 -13 14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 71 1 75850 2688.1710279849
uf20-0784 68564 0 1 -2 -3 -4 -5 6 7 8 -9 -10 -11 12 13 14 -15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 74 1 75850 3007.9294380266
uf20-0651 4752 0 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 12 -13 14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 70 1 75850 2774.1353919846
uf20-0961 84187 0 1 2 -3 4 -5 -6 -7 -8 9 -10 11 -12 -13 14 15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 65 1 75850 2938.2142040413
uf20-0190 58520 0 -1 2 -3 4 5 -6 7 8 -9 10 11 12 13 14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 62 1 75850 2993.9865339547
uf20-0163 19396 0 -1 2 -3 -4 5 6 -7 8 -9 -10 -11 -12 -13 14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 65 1 75850 2996.3668719865
uf20-0777 73625 0 -1 2 3 4 5 -6 7 8 9 -10 11 -12 -13 -14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 70 1 75850 3067.5806000363
uf20-0847 46408 0 1 -2 -3 4 -5 -6 7 8 -9 10 -11 -12 13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 75 1 75850 3632.4469260289
uf20-0992 132298 0 1 -2 3 4 -5 6 7 8 9 10 11 12 13 14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 72 1 75850 3268.3149150107
uf20-0132 54904 0 1 -2 -3 4 5 -6 -7 8 9 10 11 12 13 -14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 64 1 75850 2941.482188995
uf20-0816 59127 0 1 2 -3 4 -5 6 -7 -8 -9 -10 11 -12 13 14 15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 73 1 75850 3191.9767839718
uf20-0726 13789 0 -1 2 -3 -4 -5 6 7 8 -9 -10 11 12 -13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 64 1 75850 2683.0692550284
uf20-093 68531 0 1 2 -3 -4 -5 6 -7 -8 9 -10 11 12 13 -14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 69 1 75850 3646.3577559916
uf20-060 14419 0 1 2 -3 4 -5 -6 -7 -8 -9 10 11 12 13 14 15 -16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 69 1 75850 2881.6623360035
uf20-0209 20229 0 1 -2 -3 -4 -5 -6 7 8 -9 -10 -11 -12 -13 -14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 64 1 75850 2645.9117099876
uf20-0599 16617 0 -1 2 -3 4 5 6 7 8 9 -10 11 12 -13 14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 69 1 75850 2823.9951540018
uf20-031 66834 0 -1 -2 3 4 5 6 7 8 -9 -10 11 12 -13 14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 65 1 75850 2426.9908890128
uf20-0258 55722 0 -1 -2 3 -4 -5 -6 7 -8 9 10 11 -12 13 14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 70 1 75850 3348.5981869744
uf20-079 111562 0 -1 2 -3 -4 -5 -6 7 8 -9 10 -11 12 13 -14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 66 1 75850 2928.3523589838
uf20-0404 75845 0 -1 2 3 4 5 -6 7 8 9 -10 11 12 13 14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 66 1 75850 2838.8588579837
uf20-0210 62574 0 1 2 -3 -4 -5 6 7 8 9 -10 -11 12 13 -14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 70 1 75850 3337.5676100259
uf20-0580 13142 0 -1 2 3 4 -5 6 -7 -8 -9 10 -11 12 13 -14 15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 66 1 75850 3001.4253759873
uf20-0455 51467 0 1 2 3 4 5 6 -7 8 -9 -10 11 -12 -13 14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 63 1 75850 2977.024058986
uf20-028 71843 0 1 2 -3 4 -5 6 -7 8 9 10 -11 -12 13 -14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 73 1 75850 2836.5505990223
uf20-0241 46871 0 -1 -2 -3 -4 5 -6 7 8 -9 -10 11 12 13 -14 15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 61 1 75850 3188.0257099983
uf20-0394 54915 0 1 -2 3 -4 5 6 7 8 -9 10 -11 -12 13 -14 -15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 68 1 75850 2721.7171100201
uf20-0367 70865 0 -1 2 3 -4 5 6 -7 8 9 -10 -11 12 13 -14 15 16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 68 1 75850 2771.3829220156
uf20-0573 15500 0 1 2 -3 -4 5 6 7 -8 9 -10 -11 12 -13 -14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 50 False 73 1 75850 2857.5184200308
