1 15 1637 Greedy 13 | 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1
2 15 1496 Greedy 13 | 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
3 15 1424 Greedy 13 | 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
4 15 1256 Greedy 12 | 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0
5 15 1530 Greedy 13 | 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
6 15 888 Greedy 13 | 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1
7 15 1584 Greedy 12 | 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1
8 15 1510 Greedy 12 | 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1
9 15 1658 Greedy 13 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
10 15 1092 Greedy 13 | 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
11 15 1025 Greedy 13 | 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
12 15 1442 Greedy 12 | 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0
13 15 1578 Greedy 13 | 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
14 15 1655 Greedy 13 | 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1
15 15 1640 Greedy 12 | 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
16 15 1563 Greedy 12 | 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1
17 15 1277 Greedy 12 | 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1
18 15 1419 Greedy 12 | 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1
19 15 1652 Greedy 12 | 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0
20 15 2009 Greedy 13 | 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
21 15 1558 Greedy 13 | 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
22 15 1066 Greedy 13 | 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
23 15 1299 Greedy 13 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
24 15 1462 Greedy 12 | 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1
25 15 1296 Greedy 13 | 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
26 15 1272 Greedy 12 | 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1
27 15 1301 Greedy 12 | 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1
28 15 1425 Greedy 13 | 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
29 15 1500 Greedy 12 | 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1
30 15 1639 Greedy 13 | 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1
31 15 1336 Greedy 12 | 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
32 15 1431 Greedy 13 | 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
33 15 1504 Greedy 13 | 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1
34 15 1563 Greedy 12 | 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0
35 15 1442 Greedy 12 | 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1
36 15 1391 Greedy 12 | 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1
37 15 1413 Greedy 13 | 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1
38 15 1527 Greedy 13 | 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1
39 15 1328 Greedy 12 | 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1
40 15 1561 Greedy 12 | 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1
41 15 1600 Greedy 13 | 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
42 15 1623 Greedy 12 | 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0
43 15 1426 Greedy 12 | 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1
44 15 1327 Greedy 13 | 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1
45 15 1298 Greedy 13 | 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
46 15 1035 Greedy 13 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
47 15 1473 Greedy 12 | 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1
48 15 1556 Greedy 13 | 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
49 15 1210 Greedy 13 | 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
50 15 1342 Greedy 13 | 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1
51 15 1115 Greedy 13 | 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
52 15 1626 Greedy 13 | 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
53 15 1389 Greedy 13 | 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1
54 15 1525 Greedy 13 | 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
55 15 1516 Greedy 13 | 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
56 15 1633 Greedy 13 | 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
57 15 1368 Greedy 11 | 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1
58 15 1516 Greedy 13 | 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1
59 15 1511 Greedy 12 | 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1
60 15 1149 Greedy 13 | 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1
61 15 1545 Greedy 12 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0
