uf20-0930 15686 0 -1 2 3 4 -5 6 7 8 9 -10 11 12 13 14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2480.3833850019
uf20-0600 40112 0 1 2 3 4 5 -6 7 -8 9 -10 -11 12 13 14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2572.5801339722
uf20-0784 15410 0 1 2 3 4 -5 6 -7 -8 9 10 -11 -12 13 14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3116.3985269959
uf20-0651 52077 0 1 2 3 -4 -5 -6 7 -8 9 10 -11 -12 -13 -14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2593.4493159875
uf20-0961 7434 0 1 -2 -3 -4 -5 6 7 -8 9 -10 11 -12 13 -14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2572.5180070149
uf20-0190 23480 0 1 2 -3 4 5 -6 7 -8 -9 -10 11 12 13 14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2602.3786409933
uf20-0163 22355 0 -1 -2 3 4 -5 6 -7 -8 -9 10 -11 12 -13 14 15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2382.7252680203
uf20-0777 12963 0 1 2 3 4 -5 6 7 -8 -9 10 11 12 -13 -14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3269.5269759861
uf20-0847 13922 0 1 2 -3 4 5 6 -7 -8 9 -10 -11 12 13 -14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2602.4183809932
uf20-0992 13129 0 1 2 -3 4 -5 6 -7 8 9 10 -11 -12 -13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2588.6534060119
uf20-0132 20220 0 1 2 -3 4 5 -6 -7 -8 9 10 11 -12 13 14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2305.1177680027
uf20-0816 18808 0 1 -2 -3 4 5 -6 -7 -8 9 10 11 12 13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2352.1841090114
uf20-0726 12593 0 -1 2 -3 -4 -5 6 7 -8 -9 10 -11 -12 -13 14 15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3027.3530200066
uf20-093 5873 0 1 -2 3 4 -5 -6 -7 -8 9 -10 -11 -12 -13 14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2443.9876080141
uf20-060 42139 0 1 -2 -3 -4 -5 6 7 -8 9 -10 11 12 -13 -14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2593.0448459985
uf20-0209 18210 0 1 -2 3 -4 -5 -6 -7 8 -9 10 -11 12 -13 -14 -15 16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2537.2324929922
uf20-0599 53616 0 1 -2 -3 4 -5 6 -7 -8 9 -10 11 12 13 14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2640.0586850068
uf20-031 15814 0 1 2 3 -4 -5 -6 7 -8 9 -10 -11 -12 13 14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2596.8908990035
uf20-0258 23360 0 1 -2 -3 4 5 6 -7 8 9 -10 11 -12 -13 -14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2412.1978329786
uf20-079 12465 0 -1 -2 3 4 5 -6 7 -8 -9 10 11 12 -13 -14 15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3220.1312470133
uf20-0404 13057 0 -1 -2 3 4 5 -6 -7 8 -9 10 -11 12 -13 14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2412.0145179913
uf20-0210 12240 0 -1 2 -3 4 5 6 7 -8 -9 10 -11 -12 13 14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2733.7628570094
uf20-0580 32907 0 -1 -2 -3 4 -5 6 -7 -8 -9 -10 -11 12 -13 -14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2621.9309900189
uf20-0455 25621 0 1 -2 3 4 -5 -6 -7 8 -9 -10 -11 12 -13 -14 15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2518.934592983
uf20-028 26961 0 1 2 3 -4 5 6 7 8 -9 -10 11 12 13 -14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2359.9448970053
uf20-0241 17373 0 1 2 -3 -4 -5 6 7 8 9 -10 -11 12 13 -14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2656.3454599818
uf20-0394 28061 0 1 2 -3 4 5 6 7 8 -9 -10 11 -12 13 14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2668.3349249943
uf20-0367 23598 0 1 -2 3 -4 -5 6 -7 8 -9 10 11 -12 13 14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2830.6425299961
uf20-0573 60767 0 1 -2 3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2688.318733999
uf20-0336 9393 0 -1 2 3 4 -5 6 7 -8 9 -10 -11 12 -13 -14 -15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2430.6305470236
uf20-0522 86069 0 1 2 -3 4 5 6 7 8 9 10 -11 12 13 -14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2589.923247986
uf20-0929 11017 0 -1 -2 -3 4 5 -6 7 -8 -9 -10 -11 12 -13 14 15 16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2781.7760480102
uf20-0619 63344 0 -1 -2 -3 4 -5 -6 7 -8 -9 -10 -11 12 13 -14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2474.8530630022
uf20-0648 39930 0 1 2 3 4 -5 6 -7 -8 9 -10 -11 -12 -13 -14 -15 -16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2712.6692650199
uf20-0978 20996 0 1 2 -3 4 5 -6 -7 8 -9 -10 -11 -12 13 14 15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2676.3895300101
uf20-0189 17401 0 1 2 -3 4 -5 6 -7 -8 -9 -10 -11 12 13 -14 -15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2707.5687950128
uf20-0208 29382 0 -1 -2 3 4 5 -6 -7 -8 -9 -10 11 -12 -13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2529.8269240011
uf20-061 86118 0 -1 2 3 4 5 -6 7 -8 -9 10 -11 12 13 14 15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2820.7732029841
uf20-0259 18440 0 -1 -2 3 4 -5 6 -7 -8 9 -10 11 12 -13 -14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2660.3434850113
uf20-030 14373 0 -1 -2 -3 -4 -5 -6 -7 8 9 10 -11 -12 -13 14 -15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2314.8742019839
uf20-0598 79664 0 1 2 3 4 -5 6 -7 8 9 -10 -11 12 13 14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2714.0740439936
uf20-092 15123 0 1 -2 3 -4 -5 6 7 -8 9 10 -11 -12 -13 14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2616.1650110153
uf20-0993 20861 0 -1 -2 -3 4 5 6 -7 -8 -9 -10 11 12 13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2928.520771995
