uf20-0930 1802 0 1 -2 -3 4 -5 6 -7 8 9 -10 -11 12 13 -14 -15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 34173.8634049834
uf20-0600 1729 0 1 2 -3 4 -5 -6 -7 8 -9 -10 11 -12 13 -14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30171.2453909859
uf20-0784 1351 0 1 2 3 -4 5 6 7 8 9 -10 -11 -12 -13 -14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28751.3681129785
uf20-0651 2472 0 -1 -2 -3 4 5 6 -7 -8 9 -10 11 -12 13 -14 15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 32741.2331230007
uf20-0961 510 0 -1 -2 3 4 5 -6 -7 -8 -9 10 -11 12 -13 14 -15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 32932.2414649941
uf20-0190 3052 0 -1 -2 -3 -4 -5 -6 -7 8 9 10 -11 -12 13 -14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27388.3086889982
uf20-0163 4635 0 -1 2 3 -4 -5 -6 7 -8 -9 -10 11 -12 -13 14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28019.5741549978
uf20-0777 2055 0 1 2 3 -4 -5 6 -7 8 -9 10 11 12 13 14 15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30281.0223959968
uf20-0847 2091 0 1 -2 3 4 -5 6 7 8 9 -10 11 -12 -13 14 -15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 34035.2084540064
uf20-0992 1047 0 -1 2 -3 -4 5 6 -7 8 9 10 -11 -12 13 -14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 32041.1055249861
uf20-0132 3867 0 1 2 3 -4 5 -6 -7 8 -9 10 11 -12 -13 -14 -15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 29396.4757829963
uf20-0816 1786 0 -1 2 -3 4 -5 -6 7 -8 -9 10 11 -12 -13 -14 -15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31198.8366669975
uf20-0726 1417 0 -1 -2 3 4 5 -6 -7 -8 9 -10 -11 -12 -13 14 -15 -16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28882.7196339844
uf20-093 1704 0 1 2 3 4 -5 6 7 -8 -9 10 11 -12 -13 -14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33976.2660280103
uf20-060 2547 0 -1 2 3 4 -5 6 -7 8 9 10 11 12 13 -14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28583.8774479926
uf20-0209 3249 0 -1 -2 3 -4 5 -6 7 -8 9 10 -11 -12 -13 -14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 29602.876445002
uf20-0599 1653 0 1 -2 -3 -4 -5 -6 7 8 9 10 11 -12 13 -14 -15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28357.5015900133
uf20-031 1656 0 1 2 3 -4 -5 6 -7 -8 9 10 11 -12 -13 14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30373.938263976
uf20-0258 1923 0 -1 2 3 -4 -5 6 -7 -8 -9 -10 -11 -12 13 -14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31863.9877879905
uf20-079 1611 0 1 -2 3 4 -5 6 -7 8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31145.4187429918
uf20-0404 759 0 -1 2 3 -4 -5 -6 -7 8 9 -10 -11 -12 -13 -14 15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33572.1380370087
uf20-0210 3493 0 1 2 3 4 -5 6 -7 -8 9 10 11 12 13 14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30200.1214729971
uf20-0580 1435 0 1 -2 -3 -4 5 6 -7 8 -9 -10 11 -12 -13 -14 15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30897.7767140022
uf20-0455 1121 0 1 2 3 4 5 -6 -7 -8 -9 10 -11 12 -13 -14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28452.5894849794
uf20-028 3392 0 1 2 -3 -4 5 6 -7 8 9 10 11 12 -13 -14 15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31292.1007880068
uf20-0241 3126 0 1 -2 3 4 -5 6 7 8 9 10 -11 -12 -13 -14 -15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30211.2142979895
uf20-0394 1448 0 1 -2 3 -4 -5 6 7 -8 -9 -10 11 12 13 14 -15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 34495.2667359903
uf20-0367 722 0 1 -2 -3 4 5 -6 -7 8 -9 10 11 -12 -13 -14 15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31938.6000279919
uf20-0573 2029 0 1 2 3 -4 5 6 -7 8 -9 10 11 12 -13 14 -15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27564.0634470037
uf20-0336 1382 0 1 -2 3 4 5 -6 -7 -8 9 10 11 12 -13 -14 15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 29045.2030960005
uf20-0522 2108 0 1 2 3 -4 5 -6 7 -8 9 -10 -11 12 -13 14 15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 28502.723845013
uf20-0929 1534 0 1 2 -3 -4 -5 6 7 -8 -9 10 -11 -12 13 -14 -15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 33644.9990190158
uf20-0619 1638 0 -1 2 -3 4 -5 6 -7 8 9 10 -11 -12 13 14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31885.0612609822
uf20-0648 1718 0 -1 2 -3 -4 5 6 -7 -8 -9 10 11 12 13 14 15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31533.654156985
uf20-0978 2641 0 -1 2 -3 4 -5 6 7 -8 9 -10 11 12 -13 -14 15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 29585.1552780077
uf20-0189 1892 0 1 -2 -3 -4 5 -6 -7 -8 -9 10 -11 12 -13 -14 -15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 27244.7964629973
uf20-0208 2503 0 1 -2 3 -4 5 -6 -7 -8 -9 -10 11 -12 13 14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30319.5359280071
uf20-061 2043 0 1 2 -3 4 5 -6 -7 -8 -9 -10 11 12 13 14 -15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30960.5700599786
uf20-0259 2117 0 -1 -2 3 -4 5 -6 -7 8 -9 -10 11 12 -13 -14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 31127.733996007
uf20-030 1772 0 -1 2 -3 4 5 -6 7 -8 9 10 -11 12 13 14 -15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.9995 55 835945 30170.7541159994
