uf20-0930 6939 0 -1 2 -3 -4 5 6 -7 -8 9 -10 11 12 13 14 15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2688.3084199799
uf20-0600 7815 0 1 -2 3 -4 5 6 -7 8 9 -10 11 -12 -13 -14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2443.3562680206
uf20-0784 7425 0 1 2 3 -4 5 6 -7 8 -9 10 -11 12 -13 -14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2744.1016760131
uf20-0651 2985 0 1 2 -3 -4 -5 6 7 8 9 10 -11 -12 -13 -14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2597.8955239989
uf20-0961 4044 0 -1 -2 3 4 -5 -6 -7 -8 9 -10 -11 12 -13 14 -15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2772.1414900152
uf20-0190 228 0 -1 -2 -3 -4 5 -6 7 -8 -9 -10 11 12 -13 -14 -15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2702.7654479898
uf20-0163 302 0 -1 2 3 -4 -5 -6 -7 -8 -9 10 -11 -12 13 14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2856.6937599971
uf20-0777 3075 0 -1 -2 -3 -4 -5 6 7 8 -9 10 -11 12 -13 -14 15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3019.1723180178
uf20-0847 1616 0 -1 -2 -3 -4 -5 -6 7 8 9 -10 -11 -12 -13 -14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3187.0185089938
uf20-0992 6462 0 -1 2 3 -4 5 -6 -7 -8 9 -10 -11 -12 13 14 15 16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 3022.0716219919
uf20-0132 1351 0 1 2 -3 4 -5 -6 7 8 -9 10 11 12 -13 14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2792.8622580075
uf20-0816 4541 0 1 -2 -3 4 5 -6 -7 8 -9 10 -11 -12 -13 14 -15 16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2691.0993829952
