1 15 DPWeight 2043 22485 67.65404 111110101111111
2 15 DPWeight 1878 21870 44.193561 111001111011111
3 15 DPWeight 1811 17715 31.219587 110110111101111
4 15 DPWeight 1569 24405 46.8242 111111001111110
5 15 DPWeight 1957 20610 35.807754 111111101110011
6 15 DPWeight 1110 21780 38.399001 101111111011110
7 15 DPWeight 1979 23220 39.457246 111011011111011
8 15 DPWeight 1890 23850 41.517453 111111110110011
9 15 DPWeight 2099 22365 38.08418 101101111111111
10 15 DPWeight 1361 24720 43.036186 101111101111111
11 15 DPWeight 1282 23625 43.532524 111111101101111
12 15 DPWeight 1801 24750 44.56409 111011101111110
13 15 DPWeight 1966 24900 43.851988 111111111010111
14 15 DPWeight 2089 21255 38.259212 111110101011111
15 15 DPWeight 2047 25515 47.801747 111111101110011
16 15 DPWeight 1954 29085 83.414245 111111111001101
17 15 DPWeight 1593 29925 73.708067 111110011111101
18 15 DPWeight 1771 28605 83.37451 111001110111111
19 15 DPWeight 2065 22275 51.245807 111111110011110
20 15 DPWeight 2510 22785 45.095498 111110110111111
21 15 DPWeight 1946 22410 40.674581 110111111111011
22 15 DPWeight 1330 22155 39.319579 110111101110111
23 15 DPWeight 1620 23940 43.838398 110101111111011
24 15 DPWeight 1825 20745 36.948967 011110111101111
25 15 DPWeight 1618 22080 42.389801 111010111111111
26 15 DPWeight 1616 25185 52.704845 101110111101111
27 15 DPWeight 1626 23430 44.187083 111110111100111
28 15 DPWeight 1782 17460 32.977856 110111111111101
29 15 DPWeight 1871 20520 54.449284 101111111110011
30 15 DPWeight 2046 24540 90.675479 101111101111111
31 15 DPWeight 1689 22920 42.844431 001111110111111
32 15 DPWeight 1788 27450 64.660604 101111111111101
33 15 DPWeight 1877 20220 36.780569 111101111111011
34 15 DPWeight 1952 23055 47.022846 111101101111110
35 15 DPWeight 1801 24915 61.408475 101011110111111
36 15 DPWeight 1735 19290 38.478894 111111101111001
37 15 DPWeight 1804 19260 37.951175 111111111100101
38 15 DPWeight 1907 20625 39.84869 101110111111111
39 15 DPWeight 1657 21930 42.394779 111111011101101
40 15 DPWeight 1948 20490 44.934394 110101011111111
41 15 DPWeight 1998 23025 58.935758 111111111100111
42 15 DPWeight 2030 24825 53.708626 011111111101110
43 15 DPWeight 1781 23760 46.087874 111111110101011
44 15 DPWeight 1657 21495 40.418679 111111111011011
45 15 DPWeight 1623 18300 35.465494 111100111111111
46 15 DPWeight 1292 17775 35.489558 111111101111110
47 15 DPWeight 1839 18360 34.38229 101101111111101
48 15 DPWeight 1943 28785 55.694567 111111111010111
49 15 DPWeight 1513 18240 35.631276 111111101110111
50 15 DPWeight 1677 18450 38.796892 110111111110111
51 15 DPWeight 1391 23940 47.93715 111011111101111
52 15 DPWeight 2051 28620 59.844799 001111111111011
53 15 DPWeight 1733 22920 45.058145 110111111101111
54 15 DPWeight 1905 23745 46.276005 101111111011111
55 15 DPWeight 1899 24675 47.274092 111101011111111
56 15 DPWeight 2055 25755 45.909849 011011111110111
57 15 DPWeight 1707 21660 38.521279 101011011011111
58 15 DPWeight 1896 22020 38.547194 111001111111111
59 15 DPWeight 1920 22875 41.235942 011111011011111
60 15 DPWeight 1435 24435 43.103659 111111011101111
61 15 DPWeight 1929 25335 45.411139 110111111011110
62 15 DPWeight 2080 28845 52.451795 101101111111101
63 15 DPWeight 2332 22110 40.205268 111111110101111
64 15 DPWeight 1836 25080 43.704038 111111111110011
65 15 DPWeight 1547 24300 44.04174 101101111111111
66 15 DPWeight 1455 27300 48.019031 110111011111111
67 15 DPWeight 1610 21675 38.636994 111110111110110
68 15 DPWeight 1413 17760 32.657172 111111011101110
69 15 DPWeight 1614 21045 39.921166 111100011111111
70 15 DPWeight 1981 17340 31.30852 111111011111110
71 15 DPWeight 1605 22590 39.324795 110111111110111
72 15 DPWeight 1719 21225 37.763085 110111111101111
73 15 DPWeight 1936 23910 42.303894 111010111111011
74 15 DPWeight 1737 18825 32.877128 110111011111111
75 15 DPWeight 2196 21660 39.41853 111010111101111
76 15 DPWeight 1695 26520 47.674229 111010111111111
77 15 DPWeight 1662 22380 39.914758 111111100011111
78 15 DPWeight 1852 23055 40.48286 111011111101110
79 15 DPWeight 1759 27165 48.529521 111110011110111
80 15 DPWeight 1475 25605 45.707757 101101101111111
81 15 DPWeight 1595 22155 38.755405 111111111001111
82 15 DPWeight 1701 17460 31.803966 111101111111100
83 15 DPWeight 1415 24525 43.279493 111111001111111
84 15 DPWeight 1888 26280 46.752641 101101111111101
85 15 DPWeight 1507 22470 39.259748 111101101110111
86 15 DPWeight 1657 22185 39.562476 111111110101111
87 15 DPWeight 1820 28035 48.889851 001111101111111
88 15 DPWeight 1629 23175 45.67369 111101101011110
89 15 DPWeight 1752 25080 44.383343 110110111111111
90 15 DPWeight 1697 25080 45.367476 011111101111111
91 15 DPWeight 1720 20865 36.8274 101111111111110
92 15 DPWeight 1854 23940 42.99283 101110111111011
93 15 DPWeight 1551 22650 40.758713 111111011101111
94 15 DPWeight 1875 24900 44.206545 011111111110111
95 15 DPWeight 1787 21045 37.05497 101111111101011
96 15 DPWeight 1649 26085 46.623772 100111111011111
97 15 DPWeight 1822 22440 39.797608 110110111111101
98 15 DPWeight 1655 21330 38.17686 011111111011111
99 15 DPWeight 2036 16050 27.886701 111001111111111
100 15 DPWeight 1713 19755 36.657812 110111111111100
