uf20-0930 1664 0 1 2 -3 4 5 -6 7 -8 9 -10 11 12 13 14 15 16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2578.82650799
uf20-0600 1251 0 -1 2 3 -4 5 6 -7 8 -9 -10 -11 -12 13 -14 15 16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2437.2208639979
uf20-0784 1340 0 1 -2 3 4 -5 6 -7 -8 -9 -10 11 -12 13 -14 -15 -16 -17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2034.0323940036
uf20-0651 1561 0 -1 2 -3 4 5 6 7 -8 -9 10 -11 -12 -13 -14 -15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2573.4413180035
uf20-0961 1003 0 1 2 3 4 -5 -6 -7 -8 9 -10 -11 -12 13 -14 -15 16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2516.2921500159
uf20-0190 5272 0 -1 -2 -3 4 -5 -6 7 -8 9 10 11 -12 13 14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2621.6639330087
uf20-0163 5136 0 1 -2 3 -4 5 -6 -7 -8 -9 10 11 12 13 -14 15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2219.454480015
uf20-0777 1637 0 -1 -2 3 4 -5 -6 7 -8 9 -10 -11 -12 13 -14 15 -16 -17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2593.3075459907
uf20-0847 995 0 -1 2 -3 4 -5 -6 -7 -8 9 10 -11 -12 -13 14 -15 -16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2669.6975590021
uf20-0992 1519 0 1 -2 -3 -4 5 -6 -7 8 9 -10 -11 12 -13 14 15 16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2429.7000369988
uf20-0132 2576 0 1 2 -3 -4 5 -6 7 8 9 -10 -11 -12 13 14 15 -16 -17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2459.5251920109
uf20-0816 1295 0 1 -2 -3 -4 -5 6 7 8 -9 10 -11 -12 -13 14 -15 16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2352.2705800133
uf20-0726 2459 0 1 2 3 4 -5 6 7 8 9 -10 -11 12 -13 14 -15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2369.8486020148
uf20-093 1498 0 -1 2 -3 4 -5 -6 -7 -8 -9 -10 11 -12 13 14 15 -16 17 18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2296.0098830226
uf20-060 1749 0 1 -2 3 4 -5 6 -7 -8 9 -10 -11 12 -13 -14 -15 -16 -17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2252.2357039852
uf20-0209 4427 0 -1 2 3 -4 -5 6 7 -8 9 -10 -11 -12 -13 14 -15 -16 17 18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2346.9049090054
uf20-0599 1305 0 1 -2 3 4 5 -6 7 -8 9 10 -11 -12 13 -14 -15 -16 17 -18 -19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2639.3532539951
uf20-031 777 0 1 -2 -3 -4 5 -6 -7 -8 -9 -10 11 12 13 14 -15 -16 17 -18 19 0 20 78 SA_SAT_V1 1000.0 0.5 0.995 55 83435 2591.7387350055
