1 15 2176 BB 77 | 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
2 15 1952 BB 86 | 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
3 15 1850 BB 111 | 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
4 15 1617 BB 49 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
5 15 2070 BB 174 | 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
6 15 1134 BB 64 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
7 15 2087 BB 46 | 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
8 15 1957 BB 28 | 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1
9 15 2237 BB 251 | 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
10 15 1383 BB 78 | 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1
11 15 1339 BB 53 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
12 15 1877 BB 45 | 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
13 15 2082 BB 25 | 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
14 15 2207 BB 65 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
15 15 2179 BB 35 | 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
16 15 2068 BB 64 | 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1
17 15 1647 BB 55 | 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1
18 15 1836 BB 70 | 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
19 15 2075 BB 26 | 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0
20 15 2669 BB 39 | 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
21 15 1990 BB 17 | 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
22 15 1395 BB 86 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
23 15 1696 BB 71 | 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
24 15 1918 BB 100 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
25 15 1636 BB 37 | 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
26 15 1697 BB 24 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
27 15 1649 BB 40 | 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
28 15 1809 BB 15 | 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
29 15 1954 BB 20 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
30 15 2166 BB 181 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
31 15 1758 BB 152 | 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
32 15 1819 BB 61 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
33 15 1957 BB 23 | 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
34 15 1982 BB 39 | 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
35 15 1920 BB 126 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
36 15 1757 BB 15 | 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
37 15 1887 BB 39 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
38 15 2012 BB 70 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
39 15 1719 BB 23 | 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1
40 15 2013 BB 25 | 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
41 15 2026 BB 15 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
42 15 2074 BB 35 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
43 15 1875 BB 19 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
44 15 1682 BB 20 | 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
45 15 1624 BB 58 | 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
46 15 1297 BB 32 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
47 15 1885 BB 78 | 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1
48 15 1974 BB 41 | 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1
49 15 1538 BB 22 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
50 15 1700 BB 50 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
51 15 1431 BB 24 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
52 15 2117 BB 72 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
53 15 1769 BB 42 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
54 15 1996 BB 57 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
55 15 1971 BB 57 | 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
56 15 2116 BB 46 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
57 15 1728 BB 47 | 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
58 15 2023 BB 282 | 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1
59 15 2056 BB 55 | 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
60 15 1489 BB 19 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
61 15 2015 BB 52 | 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
62 15 2142 BB 74 | 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
63 15 2451 BB 214 | 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
64 15 1938 BB 18 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
65 15 1584 BB 113 | 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
66 15 1478 BB 41 | 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
67 15 1663 BB 27 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
68 15 1439 BB 34 | 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
69 15 1679 BB 240 | 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1
70 15 2034 BB 28 | 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
71 15 1658 BB 32 | 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
72 15 1729 BB 69 | 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
73 15 2026 BB 50 | 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
74 15 1812 BB 94 | 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
75 15 2226 BB 74 | 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
76 15 1715 BB 67 | 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
77 15 1686 BB 23 | 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
78 15 1941 BB 19 | 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
79 15 1894 BB 41 | 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
80 15 1517 BB 63 | 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1
81 15 1627 BB 36 | 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
82 15 1740 BB 38 | 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0
83 15 1438 BB 39 | 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
84 15 1921 BB 64 | 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1
85 15 1541 BB 69 | 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
86 15 1782 BB 55 | 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
87 15 1852 BB 154 | 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1
88 15 1711 BB 107 | 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
89 15 1793 BB 94 | 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
90 15 1744 BB 66 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
91 15 1761 BB 37 | 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
92 15 1908 BB 17 | 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
93 15 1617 BB 88 | 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1
94 15 1898 BB 34 | 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
95 15 1859 BB 86 | 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
96 15 1681 BB 111 | 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1
97 15 1923 BB 80 | 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
98 15 1668 BB 28 | 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
99 15 2070 BB 70 | 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
100 15 1741 BB 56 | 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
