1 15 1634 DPWeight 33720 68.313174 111111111011001
2 15 1612 DPWeight 31830 56.917587 011111101111110
3 15 1596 DPWeight 32205 57.213738 111101111110110
4 15 1777 DPWeight 29385 53.097829 110101111111110
5 15 1480 DPWeight 32505 63.121238 111001011111111
6 15 2182 DPWeight 33945 67.164642 011011110111111
7 15 1954 DPWeight 36030 63.840263 110111111111010
8 15 1400 DPWeight 30960 54.748879 111110001111111
9 15 1874 DPWeight 30210 52.559637 111111110010111
10 15 1476 DPWeight 32550 57.09357 011110111101111
11 15 2256 DPWeight 33240 66.982729 110111111111010
12 15 1642 DPWeight 33240 61.761808 111111011011110
13 15 1724 DPWeight 30300 55.299117 110011111111110
14 15 2192 DPWeight 27315 48.375287 011011111111110
15 15 1943 DPWeight 31650 55.636444 110011011111111
16 15 1596 DPWeight 33120 56.956357 110101111011111
17 15 1509 DPWeight 25020 48.701026 111011111101110
18 15 1943 DPWeight 30705 55.302343 111110111111100
19 15 1930 DPWeight 31905 58.063707 111000111111111
20 15 2133 DPWeight 33150 59.677343 111111110101110
21 15 1878 DPWeight 32040 57.662113 010101111111111
22 15 1597 DPWeight 35070 63.493106 111101110111101
23 15 2197 DPWeight 32580 62.391679 101111101101111
24 15 2139 DPWeight 28485 52.267557 111110101110111
25 15 1367 DPWeight 30585 59.380889 101110111110111
26 15 1820 DPWeight 29385 53.399143 111001111111110
27 15 1893 DPWeight 28380 49.066245 111111100111011
28 15 2218 DPWeight 30360 53.897115 110111111011011
29 15 1761 DPWeight 31365 66.240154 110111111011110
30 15 1789 DPWeight 25095 48.653365 111100111111111
31 15 2055 DPWeight 30525 56.04177 011111011111011
32 15 2176 DPWeight 33015 57.352046 111110101110111
33 15 1566 DPWeight 32430 57.132066 011111101101111
34 15 1767 DPWeight 27690 48.648729 111111111110111
35 15 2210 DPWeight 29775 52.04768 111110011011111
36 15 1191 DPWeight 32400 61.04878 110111011011111
37 15 1960 DPWeight 31800 58.630777 111111101011101
38 15 1981 DPWeight 33480 66.494594 101100111111111
39 15 1562 DPWeight 30705 56.586493 111101101101111
40 15 1592 DPWeight 35955 67.15349 111011100111111
41 15 1577 DPWeight 28740 52.498371 111011011111011
42 15 2062 DPWeight 28515 53.47391 111111111001110
43 15 2064 DPWeight 32475 60.061029 111110111011110
44 15 1740 DPWeight 35400 64.947285 011101111111101
45 15 1760 DPWeight 29625 55.819932 011111110111101
46 15 1806 DPWeight 27480 51.8162 111101110111011
47 15 1943 DPWeight 35130 62.398957 111010111111101
48 15 1570 DPWeight 35265 63.173436 011111100111111
49 15 1466 DPWeight 28380 50.698386 101111110101111
50 15 1979 DPWeight 33030 57.895548 111101111100111
51 15 2454 DPWeight 32640 64.161612 111111011111100
52 15 1951 DPWeight 25560 48.774621 111011011101111
53 15 1671 DPWeight 31800 56.79846 010111111111011
54 15 1423 DPWeight 32220 57.659546 101111110011111
55 15 1734 DPWeight 29340 51.29925 011111111001111
56 15 1840 DPWeight 34290 61.346245 011101111111011
57 15 1662 DPWeight 32250 60.385611 111010111111011
58 15 1805 DPWeight 31905 58.623502 011101111101111
59 15 1690 DPWeight 32325 56.024702 101110111111110
60 15 2001 DPWeight 28365 55.261451 101111011110111
61 15 1845 DPWeight 36855 76.597145 111011011111110
62 15 1799 DPWeight 31170 58.954691 101110111101101
63 15 1768 DPWeight 31995 58.324868 111111111100011
64 15 1709 DPWeight 28155 54.084693 010111111111110
65 15 2126 DPWeight 33780 64.517162 111110101111110
66 15 1439 DPWeight 34320 65.15002 101111011101111
67 15 2060 DPWeight 32955 60.300814 110101111110111
68 15 1713 DPWeight 34980 63.165626 111110111011110
69 15 1890 DPWeight 36960 67.166658 010111101111111
70 15 1733 DPWeight 33480 62.775603 100111111011110
71 15 1557 DPWeight 30330 57.501647 111101111110011
72 15 1964 DPWeight 36360 63.457462 111110110111101
73 15 2024 DPWeight 32445 58.465412 111111111011010
74 15 1761 DPWeight 30900 54.42719 111111110110101
75 15 1747 DPWeight 32235 56.502707 111111101011101
76 15 2072 DPWeight 32415 56.048815 101110110111111
77 15 1928 DPWeight 27750 49.327894 110001111111111
78 15 2036 DPWeight 28035 49.947918 111101101111110
79 15 1411 DPWeight 27720 49.201164 111111011110101
80 15 1653 DPWeight 32205 67.898472 111011110111011
81 15 1487 DPWeight 30600 58.425785 111111010111100
82 15 1564 DPWeight 28320 49.002877 111111001011111
83 15 1569 DPWeight 32760 59.112102 111111101101101
84 15 1831 DPWeight 30855 55.834312 110111110111100
85 15 1754 DPWeight 31245 56.595284 101111010111111
86 15 1825 DPWeight 27750 53.856436 111111010100111
87 15 1646 DPWeight 32715 59.230935 101111010111111
88 15 2251 DPWeight 32580 58.371297 111111111000111
89 15 2038 DPWeight 27585 51.042296 011111111111001
90 15 1615 DPWeight 27900 52.378579 110111111101011
91 15 1502 DPWeight 29025 56.908505 011101111110111
92 15 2061 DPWeight 28545 64.986472 011101111101111
93 15 1718 DPWeight 30975 59.473844 111101111011110
94 15 1565 DPWeight 28380 49.407102 111101101101111
95 15 1609 DPWeight 29025 50.902419 110111001111111
96 15 1833 DPWeight 31470 55.516322 110111111111100
97 15 2168 DPWeight 35700 66.610696 101011111111110
98 15 1850 DPWeight 35670 61.35293 101111011111110
99 15 1837 DPWeight 30240 56.41158 111011110111110
100 15 1623 DPWeight 27540 48.274894 110101111111011
101 15 1805 DPWeight 31020 57.451259 111111111011010
102 15 1939 DPWeight 33480 59.400955 110111111001111
103 15 1982 DPWeight 31785 55.878053 011110111101111
104 15 1649 DPWeight 34425 60.983552 111101111001111
105 15 1898 DPWeight 32085 57.530901 011101111011111
106 15 1947 DPWeight 34710 60.064409 111111111011101
107 15 1706 DPWeight 35070 61.497686 110111111010111
108 15 1382 DPWeight 32160 58.601003 011111110111101
109 15 1744 DPWeight 30780 56.521645 111101111111100
110 15 1688 DPWeight 28650 50.064573 111101110110111
111 15 2041 DPWeight 31170 55.48154 110111110011111
112 15 1629 DPWeight 31455 56.610279 110111101101111
113 15 1952 DPWeight 31350 55.295238 111111111001110
114 15 1501 DPWeight 30810 58.27601 101101111011111
115 15 1647 DPWeight 30000 58.549906 111111010111011
116 15 1633 DPWeight 29670 75.917434 111111010111111
117 15 1718 DPWeight 31680 62.233159 011110011011111
118 15 1304 DPWeight 30480 57.911139 101111111101110
119 15 1381 DPWeight 30345 55.475601 110111011011111
120 15 1770 DPWeight 35040 68.211982 111001111111011
121 15 1918 DPWeight 31410 58.041721 111111111101010
122 15 1216 DPWeight 34815 63.392569 111011011011111
123 15 1447 DPWeight 31905 59.14711 111110010111111
124 15 1555 DPWeight 35025 65.015384 111010111111110
125 15 1805 DPWeight 32100 59.338732 111111011001111
126 15 1925 DPWeight 35085 69.107885 010111111111011
127 15 1767 DPWeight 29385 56.816782 011011111111101
128 15 1860 DPWeight 28890 52.99133 011110110111111
129 15 1719 DPWeight 28995 53.066568 111111011011011
130 15 1663 DPWeight 33825 60.193515 111100101111111
131 15 1562 DPWeight 29025 57.125056 111101110011111
132 15 1732 DPWeight 33690 60.785606 111010111110111
133 15 2265 DPWeight 32100 59.703717 111011111001111
